measure,location,sex,age,cause,metric,year,val,upper,lower
DALYs (Disability-Adjusted Life Years),Global,Both,All Ages,Non-communicable diseases,Percent,2006,0.5184485912189056,0.5385575489036816,0.498313013177995
DALYs (Disability-Adjusted Life Years),Global,Both,All Ages,Non-communicable diseases,Rate,2006,19795.126561798206,22288.12267992914,17700.201512280837
DALYs (Disability-Adjusted Life Years),Global,Both,All Ages,Non-communicable diseases,Number,2008,1357466513.5217867,1529414493.8457758,1213281075.191741
DALYs (Disability-Adjusted Life Years),Global,Both,All Ages,Non-communicable diseases,Percent,2008,0.5325965295185877,0.5524354002193599,0.5132217361426478
DALYs (Disability-Adjusted Life Years),Global,Both,All Ages,Non-communicable diseases,Rate,2008,19797.91332758998,22305.68142160849,17695.04686073846
DALYs (Disability-Adjusted Life Years),Global,Both,All Ages,"Communicable, maternal, neonatal, and nutritional diseases",Number,2008,921641096.4228642,962892670.5915207,885450714.374705
DALYs (Disability-Adjusted Life Years),Global,Both,All Ages,"Communicable, maternal, neonatal, and nutritional diseases",Percent,2008,0.3621817421055082,0.3795168609792933,0.345032723828849
DALYs (Disability-Adjusted Life Years),Global,Both,All Ages,"Communicable, maternal, neonatal, and nutritional diseases",Rate,2008,13441.63584469299,14043.267694821574,12913.818738381491
DALYs (Disability-Adjusted Life Years),Africa,Both,All Ages,"Communicable, maternal, neonatal, and nutritional diseases",Number,2006,456785208.7321623,472792897.80393326,442263512.9765988
DALYs (Disability-Adjusted Life Years),Africa,Both,All Ages,"Communicable, maternal, neonatal, and nutritional diseases",Percent,2006,0.6949070163615079,0.713683993223057,0.6763814107833028
DALYs (Disability-Adjusted Life Years),Africa,Both,All Ages,"Communicable, maternal, neonatal, and nutritional diseases",Rate,2006,48044.31021579006,49727.98640516735,46516.92963865605
DALYs (Disability-Adjusted Life Years),Europe,Both,All Ages,Non-communicable diseases,Number,2006,233607070.3587738,259647216.52241975,210991582.906833
DALYs (Disability-Adjusted Life Years),Europe,Both,All Ages,Non-communicable diseases,Percent,2006,0.8106580073317731,0.8178550463678828,0.8028548089815771
DALYs (Disability-Adjusted Life Years),Europe,Both,All Ages,Non-communicable diseases,Rate,2006,28309.153230793083,31464.770424941995,25568.545685470024
DALYs (Disability-Adjusted Life Years),Africa,Both,All Ages,Injuries,Number,2006,39917071.59742468,42713863.107795194,36772096.61609792
DALYs (Disability-Adjusted Life Years),Africa,Both,All Ages,Injuries,Percent,2006,0.06072029046891743,0.06451806881503232,0.05646399087803481
DALYs (Disability-Adjusted Life Years),Africa,Both,All Ages,Injuries,Rate,2006,4198.446302706522,4492.610641578356,3867.660299273652
DALYs (Disability-Adjusted Life Years),Global,Both,All Ages,Injuries,Number,2008,267837785.95189974,284031645.15849835,252673959.28797022
DALYs (Disability-Adjusted Life Years),Global,Both,All Ages,Injuries,Percent,2008,0.10522172837590409,0.10913523350529472,0.10109345651408046
DALYs (Disability-Adjusted Life Years),Global,Both,All Ages,Injuries,Rate,2008,3906.2689350415453,4142.447594196579,3685.1127422245236
DALYs (Disability-Adjusted Life Years),Asia,Both,All Ages,"Communicable, maternal, neonatal, and nutritional diseases",Number,2005,470118790.6918193,495768527.17093694,446784235.01948977
DALYs (Disability-Adjusted Life Years),Asia,Both,All Ages,"Communicable, maternal, neonatal, and nutritional diseases",Percent,2005,0.34594592877208574,0.36224701112994917,0.33091671799407946
DALYs (Disability-Adjusted Life Years),Asia,Both,All Ages,"Communicable, maternal, neonatal, and nutritional diseases",Rate,2005,11940.872926331947,12592.368356753535,11348.182377490724
DALYs (Disability-Adjusted Life Years),America,Both,All Ages,Injuries,Number,2006,33182087.135049872,35134296.78683717,31620396.66680499
DALYs (Disability-Adjusted Life Years),America,Both,All Ages,Injuries,Percent,2006,0.13405518928774782,0.1422302071361643,0.1260332126229015
DALYs (Disability-Adjusted Life Years),America,Both,All Ages,Injuries,Rate,2006,3728.887294878289,3948.269811049163,3553.389963385247
DALYs (Disability-Adjusted Life Years),Europe,Both,All Ages,Non-communicable diseases,Number,2005,238093970.67196193,263911224.80866933,215755994.87386712
DALYs (Disability-Adjusted Life Years),Europe,Both,All Ages,Non-communicable diseases,Percent,2005,0.8058546611545537,0.8131781894616434,0.7982962819063351
DALYs (Disability-Adjusted Life Years),Europe,Both,All Ages,Non-communicable diseases,Rate,2005,28911.373041975992,32046.321243979088,26198.908087577198
DALYs (Disability-Adjusted Life Years),America,Both,All Ages,"Communicable, maternal, neonatal, and nutritional diseases",Number,2007,36995392.8595943,39971769.05410043,34626088.23532619
DALYs (Disability-Adjusted Life Years),America,Both,All Ages,"Communicable, maternal, neonatal, and nutritional diseases",Percent,2007,0.14852016165826593,0.15804085810514357,0.1398786664289081
DALYs (Disability-Adjusted Life Years),America,Both,All Ages,"Communicable, maternal, neonatal, and nutritional diseases",Rate,2007,4107.443269085641,4437.897831706146,3844.3893161705373
DALYs (Disability-Adjusted Life Years),America,Both,All Ages,"Communicable, maternal, neonatal, and nutritional diseases",Number,2006,37752411.79014034,40760224.89824673,35403150.05435592
DALYs (Disability-Adjusted Life Years),America,Both,All Ages,"Communicable, maternal, neonatal, and nutritional diseases",Percent,2006,0.15248160279523887,0.1624315972967991,0.14363724796742253
DALYs (Disability-Adjusted Life Years),America,Both,All Ages,"Communicable, maternal, neonatal, and nutritional diseases",Rate,2006,4242.484449586328,4580.492002834513,3978.482604155183
DALYs (Disability-Adjusted Life Years),Asia,Both,All Ages,Non-communicable diseases,Number,2006,745079231.9724826,836006104.7352679,666484651.545587
DALYs (Disability-Adjusted Life Years),Asia,Both,All Ages,Non-communicable diseases,Percent,2006,0.5526592385940963,0.5711854450636794,0.5340366512427126
DALYs (Disability-Adjusted Life Years),Asia,Both,All Ages,Non-communicable diseases,Rate,2006,18699.86891843198,20981.935749533535,16727.31581452747
DALYs (Disability-Adjusted Life Years),America,Both,All Ages,Non-communicable diseases,Number,2008,182037630.00794178,206919995.18578738,160270094.562797
DALYs (Disability-Adjusted Life Years),America,Both,All Ages,Non-communicable diseases,Percent,2008,0.721188215207072,0.7368857399300549,0.7050066429762514
DALYs (Disability-Adjusted Life Years),America,Both,All Ages,Non-communicable diseases,Rate,2008,19971.86987685712,22701.785441780114,17583.69120505536
DALYs (Disability-Adjusted Life Years),Global,Both,All Ages,Injuries,Number,2006,256383009.95853293,271576040.05253094,241916645.69384855
DALYs (Disability-Adjusted Life Years),Global,Both,All Ages,Injuries,Percent,2006,0.10062218372937215,0.10426828114878008,0.09664153256275435
DALYs (Disability-Adjusted Life Years),Global,Both,All Ages,Injuries,Rate,2006,3837.088038342,4064.470477019503,3620.5810502724844
DALYs (Disability-Adjusted Life Years),Asia,Both,All Ages,"Communicable, maternal, neonatal, and nutritional diseases",Number,2007,439974066.1380571,465476339.30101955,417675201.86908805
DALYs (Disability-Adjusted Life Years),Asia,Both,All Ages,"Communicable, maternal, neonatal, and nutritional diseases",Percent,2007,0.3280495141232216,0.3439581566341411,0.3128862316106908
DALYs (Disability-Adjusted Life Years),Asia,Both,All Ages,"Communicable, maternal, neonatal, and nutritional diseases",Rate,2007,10909.101128732818,11541.426755080141,10356.203619337934
DALYs (Disability-Adjusted Life Years),Asia,Both,All Ages,Non-communicable diseases,Number,2007,755766266.7737969,848429120.4140588,675174194.655232
DALYs (Disability-Adjusted Life Years),Asia,Both,All Ages,Non-communicable diseases,Percent,2007,0.5626615712705448,0.5811945515514766,0.5444119914038856
DALYs (Disability-Adjusted Life Years),Asia,Both,All Ages,Non-communicable diseases,Rate,2007,18739.128663399773,21036.692358714008,16740.85846390198
DALYs (Disability-Adjusted Life Years),Global,Both,All Ages,"Communicable, maternal, neonatal, and nutritional diseases",Number,2007,945880784.2506932,986846959.7726386,909824271.9257296
DALYs (Disability-Adjusted Life Years),Global,Both,All Ages,"Communicable, maternal, neonatal, and nutritional diseases",Percent,2007,0.373107312594135,0.39053067244085177,0.35579034935824544
DALYs (Disability-Adjusted Life Years),Global,Both,All Ages,"Communicable, maternal, neonatal, and nutritional diseases",Rate,2007,13975.265185237726,14580.535084020705,13442.53491966273
DALYs (Disability-Adjusted Life Years),Asia,Both,All Ages,Injuries,Number,2006,147010271.9086353,155197861.63964707,138006629.96830416
DALYs (Disability-Adjusted Life Years),Asia,Both,All Ages,Injuries,Percent,2006,0.10920783600926971,0.11468423218312235,0.1031606890508923
DALYs (Disability-Adjusted Life Years),Asia,Both,All Ages,Injuries,Rate,2006,3689.638224215129,3895.128926623372,3463.666385452474
DALYs (Disability-Adjusted Life Years),Europe,Both,All Ages,"Communicable, maternal, neonatal, and nutritional diseases",Number,2006,19264015.11098541,21122654.54842984,17635324.74137419
DALYs (Disability-Adjusted Life Years),Europe,Both,All Ages,"Communicable, maternal, neonatal, and nutritional diseases",Percent,2006,0.06690922909423003,0.07091514272556938,0.06289495207627097
DALYs (Disability-Adjusted Life Years),Europe,Both,All Ages,"Communicable, maternal, neonatal, and nutritional diseases",Rate,2006,2334.4668240548276,2559.70191028146,2137.097604159085
DALYs (Disability-Adjusted Life Years),Europe,Both,All Ages,Non-communicable diseases,Number,2007,232112325.32301152,258393936.1499681,209511799.84651142
DALYs (Disability-Adjusted Life Years),Europe,Both,All Ages,Non-communicable diseases,Percent,2007,0.8138088466735357,0.8209218361508399,0.8058009490361451
DALYs (Disability-Adjusted Life Years),Europe,Both,All Ages,Non-communicable diseases,Rate,2007,28060.29625283535,31237.507048426876,25328.09562773794
DALYs (Disability-Adjusted Life Years),Global,Both,All Ages,Non-communicable diseases,Number,2007,1336504363.7749925,1506060790.8587978,1194530795.9837155
DALYs (Disability-Adjusted Life Years),Global,Both,All Ages,Non-communicable diseases,Percent,2007,0.5263516994538654,0.5460773850984029,0.5063669599846395
DALYs (Disability-Adjusted Life Years),Global,Both,All Ages,Non-communicable diseases,Rate,2007,19746.6776109415,22251.851700332423,17649.03666906615
DALYs (Disability-Adjusted Life Years),Asia,Both,All Ages,Non-communicable diseases,Number,2009,785550381.9970025,883215223.8202336,703179673.2543671
DALYs (Disability-Adjusted Life Years),Asia,Both,All Ages,Non-communicable diseases,Percent,2009,0.5825982368014239,0.6013403825373357,0.5643883878535564
DALYs (Disability-Adjusted Life Years),Asia,Both,All Ages,Non-communicable diseases,Rate,2009,19008.32344351192,21371.564484418817,17015.161566267358
DALYs (Disability-Adjusted Life Years),America,Both,All Ages,Injuries,Number,2008,33901857.84565542,35930716.49602973,32260215.773048837
DALYs (Disability-Adjusted Life Years),America,Both,All Ages,Injuries,Percent,2008,0.13460732434667755,0.1428488859930982,0.12652907296008944
DALYs (Disability-Adjusted Life Years),America,Both,All Ages,Injuries,Rate,2008,3719.469943920926,3942.061838586023,3539.3606892737293
DALYs (Disability-Adjusted Life Years),America,Both,All Ages,Non-communicable diseases,Number,2007,179149329.8509328,203488374.8307103,157777291.34606418
DALYs (Disability-Adjusted Life Years),America,Both,All Ages,Non-communicable diseases,Percent,2007,0.7178110802457252,0.7335961347967594,0.7012510632036568
DALYs (Disability-Adjusted Life Years),America,Both,All Ages,Non-communicable diseases,Rate,2007,19890.198540399735,22592.46059928833,17517.35076347186
DALYs (Disability-Adjusted Life Years),Europe,Both,All Ages,Injuries,Number,2008,33768160.26088195,37910302.08628288,30429990.095905725
DALYs (Disability-Adjusted Life Years),Europe,Both,All Ages,Injuries,Percent,2008,0.11853657416654585,0.12382987842881103,0.1140647944979205
DALYs (Disability-Adjusted Life Years),Europe,Both,All Ages,Injuries,Rate,2008,4071.7964712058783,4571.259821817838,3669.2767783050863
DALYs (Disability-Adjusted Life Years),Asia,Both,All Ages,Injuries,Number,2008,158941733.07822108,167839162.86919764,149725424.49426854
DALYs (Disability-Adjusted Life Years),Asia,Both,All Ages,Injuries,Percent,2008,0.11731263674527838,0.12325439177234791,0.11113341836575286
DALYs (Disability-Adjusted Life Years),Asia,Both,All Ages,Injuries,Rate,2008,3892.9830180297727,4110.909061804176,3667.24662953455
DALYs (Disability-Adjusted Life Years),America,Both,All Ages,Injuries,Number,2009,34524815.884622365,36624248.3261556,32843501.0183027
DALYs (Disability-Adjusted Life Years),America,Both,All Ages,Injuries,Percent,2009,0.1353518886359217,0.14377605428412782,0.12725112462884194
DALYs (Disability-Adjusted Life Years),America,Both,All Ages,Injuries,Rate,2009,3744.0078423655027,3971.6786155242967,3561.6793958931694
DALYs (Disability-Adjusted Life Years),Europe,Both,All Ages,Injuries,Number,2007,34266032.77588146,38323230.86042078,31065461.11316172
DALYs (Disability-Adjusted Life Years),Europe,Both,All Ages,Injuries,Percent,2007,0.12016571258563993,0.12531775346784596,0.11582851221804752
DALYs (Disability-Adjusted Life Years),Europe,Both,All Ages,Injuries,Rate,2007,4142.455725961725,4632.934549308046,3755.53534631637
DALYs (Disability-Adjusted Life Years),Asia,Both,All Ages,"Communicable, maternal, neonatal, and nutritional diseases",Number,2008,426570626.8395623,451780108.23810136,404194059.73924744
DALYs (Disability-Adjusted Life Years),Asia,Both,All Ages,"Communicable, maternal, neonatal, and nutritional diseases",Percent,2008,0.31482505389171833,0.33046706019639094,0.3000514284960552
DALYs (Disability-Adjusted Life Years),Asia,Both,All Ages,"Communicable, maternal, neonatal, and nutritional diseases",Rate,2008,10448.056492875114,11065.515992511697,9899.98397575679
DALYs (Disability-Adjusted Life Years),Global,Both,All Ages,Injuries,Number,2009,256897200.3904956,273754404.2072323,241365284.0731145
DALYs (Disability-Adjusted Life Years),Global,Both,All Ages,Injuries,Percent,2009,0.10157128219854164,0.10532308447866728,0.09763573870633724
DALYs (Disability-Adjusted Life Years),Global,Both,All Ages,Injuries,Rate,2009,3698.602097478488,3941.2987453961496,3474.9858876404487
DALYs (Disability-Adjusted Life Years),Europe,Both,All Ages,Non-communicable diseases,Number,2008,232605545.90037042,259031521.283404,209978527.1197582
DALYs (Disability-Adjusted Life Years),Europe,Both,All Ages,Non-communicable diseases,Percent,2008,0.8164016950445179,0.823755205165706,0.808106226470445
DALYs (Disability-Adjusted Life Years),Europe,Both,All Ages,Non-communicable diseases,Rate,2008,28047.7951319492,31234.264056566863,25319.407961519446
DALYs (Disability-Adjusted Life Years),Europe,Both,All Ages,Injuries,Number,2009,32277020.270576596,36468699.96858721,28963494.987155795
